implementation,shape,ny,nx,seed,processes,run,time_seconds,compute_fraction
mpi,wide,4096,16384,42,8,18,2.3957542814314365,0.55390812832541203
mpi,wide,4096,16384,42,8,19,2.3914693556725979,0.55514122235091123
mpi,wide,4096,16384,42,8,20,2.3890130408108234,0.55630420582970619
mpi,wide,4096,16384,42,16,1,1.5061254091560841,0.46160406139590848
mpi,wide,4096,16384,42,16,2,1.3292337879538536,0.50252114068338016
mpi,wide,4096,16384,42,16,3,1.2815310843288898,0.52383675009963093
mpi,wide,4096,16384,42,16,4,1.3194025196135044,0.50482999825483166
mpi,wide,4096,16384,42,16,5,1.2968939729034901,0.51476543862302759
mpi,wide,4096,16384,42,16,6,1.2867804616689682,0.51854859046494473
mpi,wide,4096,16384,42,16,7,1.3901817686855793,0.51655791661013006
mpi,wide,4096,16384,42,16,8,1.2753535322844982,0.52161470356075734
mpi,wide,4096,16384,42,16,9,1.3138840012252331,0.50712201333650131
mpi,wide,4096,16384,42,16,10,1.3361901603639126,0.50035093558861299
mpi,wide,4096,16384,42,16,11,1.2761213928461075,0.52182292961764776
mpi,wide,4096,16384,42,16,12,1.3205124363303185,0.50636041857908431
mpi,wide,4096,16384,42,16,13,1.2922934964299202,0.51801685436355616
mpi,wide,4096,16384,42,16,14,1.283696461468935,0.51946127899291605
mpi,wide,4096,16384,42,16,15,1.3107376359403133,0.50988807475053288
mpi,wide,4096,16384,42,16,16,1.3847890384495258,0.48621508101013006
mpi,wide,4096,16384,42,16,17,1.3387841507792473,0.50102715504726059
mpi,wide,4096,16384,42,16,18,1.4664517305791378,0.46359991278038731
mpi,wide,4096,16384,42,16,19,1.4772779494524002,0.46777792354526004
mpi,wide,4096,16384,42,16,20,1.3319204971194267,0.50334978065441227
seq,tall,16384,4096,42,1,1,15.960468430072069,0.65789217197196803
seq,tall,16384,4096,42,1,2,15.965924199670553,0.65827643785004253
seq,tall,16384,4096,42,1,3,15.949373159557581,0.65855033082874159
seq,tall,16384,4096,42,1,4,15.967315457761288,0.65727412920787232
seq,tall,16384,4096,42,1,5,15.946749165654182,0.65836456308862867
seq,tall,16384,4096,42,1,6,15.952549118548632,0.65810093189634589
seq,tall,16384,4096,42,1,7,15.981531914323568,0.65727653988087953
seq,tall,16384,4096,42,1,8,15.951273255050182,0.65808381094457158
seq,tall,16384,4096,42,1,9,15.954434137791395,0.65834679739641178
seq,tall,16384,4096,42,1,10,15.966631278395653,0.65806550269817521
seq,tall,16384,4096,42,1,11,15.953448005020618,0.65805218617366079
seq,tall,16384,4096,42,1,12,15.946965932846069,0.65834636014247616
seq,tall,16384,4096,42,1,13,15.94912876188755,0.65783895005268356
seq,tall,16384,4096,42,1,14,16.012648571282625,0.65955246961933789
seq,tall,16384,4096,42,1,15,15.948361750692129,0.65793763003368033
seq,tall,16384,4096,42,1,16,16.954166196286678,0.61968321168706886
seq,tall,16384,4096,42,1,17,16.043025594204664,0.65864774312805541
seq,tall,16384,4096,42,1,18,15.957815453410149,0.65725887997735666
seq,tall,16384,4096,42,1,19,15.961895540356636,0.65811833980332413
seq,tall,16384,4096,42,1,20,16.117888808250427,0.65278551783299477
mpi,tall,16384,4096,42,1,1,17.183072198182344,0.61308543107045266
mpi,tall,16384,4096,42,1,2,17.121943093836308,0.61287839699417179
mpi,tall,16384,4096,42,1,3,17.310634687542915,0.61708014297590152
mpi,tall,16384,4096,42,1,4,17.121361497789621,0.61298629892941014
mpi,tall,16384,4096,42,1,5,17.092802099883556,0.61282646300664378
mpi,tall,16384,4096,42,1,6,17.870395261794329,0.58661110924817128
mpi,tall,16384,4096,42,1,7,17.15280194580555,0.61305508425215816
mpi,tall,16384,4096,42,1,8,17.128155689686537,0.61343713920760645
mpi,tall,16384,4096,42,1,9,17.137667451053858,0.61284448650153267
mpi,tall,16384,4096,42,1,10,17.150713142007589,0.61368755718086909
mpi,tall,16384,4096,42,1,11,17.1427829451859,0.61365188319730279
mpi,tall,16384,4096,42,1,12,17.131161451339722,0.61279604399235721
mpi,tall,16384,4096,42,1,13,17.110863067209721,0.61297047931680659
mpi,tall,16384,4096,42,1,14,17.144537378102541,0.61269808024400962
mpi,tall,16384,4096,42,1,15,17.136864975094795,0.61209583239306165
mpi,tall,16384,4096,42,1,16,18.283178403973579,0.57356500889012307
mpi,tall,16384,4096,42,1,17,17.131868243217468,0.61260375939600586
mpi,tall,16384,4096,42,1,18,17.125695332884789,0.6131878600197882
mpi,tall,16384,4096,42,1,19,17.101413495838642,0.61300464087278139
mpi,tall,16384,4096,42,1,20,17.156626675277948,0.61339542356530541
mpi,tall,16384,4096,42,2,1,8.6357306130230427,0.60887821317191437
mpi,tall,16384,4096,42,2,2,8.6282121725380421,0.60913361375388375
mpi,tall,16384,4096,42,2,3,8.732596393674612,0.60454293687885496
mpi,tall,16384,4096,42,2,4,8.6294921636581421,0.60881377257423064
mpi,tall,16384,4096,42,2,5,8.6770610027015209,0.60610081774860303
mpi,tall,16384,4096,42,2,6,8.6540895886719227,0.60850366349722396
mpi,tall,16384,4096,42,2,7,8.6206556148827076,0.60951796720562779
mpi,tall,16384,4096,42,2,8,8.6308278664946556,0.60913546702347388
mpi,tall,16384,4096,42,2,9,8.6148793138563633,0.60907607668018193
mpi,tall,16384,4096,42,2,10,8.6835926249623299,0.60573521255718255
mpi,tall,16384,4096,42,2,11,8.5911911316215992,0.61057610904641701
mpi,tall,16384,4096,42,2,12,8.6080197170376778,0.60947429966971878
mpi,tall,16384,4096,42,2,13,8.8490253314375877,0.59727825787276179
mpi,tall,16384,4096,42,2,14,8.6500871069729328,0.60786334931736974
mpi,tall,16384,4096,42,2,15,8.63705775141716,0.60890809287741055
mpi,tall,16384,4096,42,2,16,8.7448863387107849,0.603736564669489
mpi,tall,16384,4096,42,2,17,8.6125677637755871,0.60961525015510409
mpi,tall,16384,4096,42,2,18,8.9019759967923164,0.58972656196369344
mpi,tall,16384,4096,42,2,19,8.6350448355078697,0.60871028693758067
mpi,tall,16384,4096,42,2,20,8.6681174114346504,0.60928976813158953
mpi,tall,16384,4096,42,4,1,4.6102821193635464,0.57407739513553513
mpi,tall,16384,4096,42,4,2,4.6398923136293888,0.57053520139448943
mpi,tall,16384,4096,42,4,3,4.68160280585289,0.56695293370931177
mpi,tall,16384,4096,42,4,4,4.6791240498423576,0.5653092374467299
mpi,tall,16384,4096,42,4,5,4.6478278748691082,0.57070213032625761
mpi,tall,16384,4096,42,4,6,4.6383399851620197,0.57592755457868883
mpi,tall,16384,4096,42,4,7,4.6710979081690311,0.56734788510227696
mpi,tall,16384,4096,42,4,8,4.6657238677144051,0.56652349915255507
mpi,tall,16384,4096,42,4,9,4.6449362821877003,0.57211468106847219
mpi,tall,16384,4096,42,4,10,4.6448789723217487,0.56923310140757444
mpi,tall,16384,4096,42,4,11,4.6309863068163395,0.5711624096679504
mpi,tall,16384,4096,42,4,12,4.6687559857964516,0.56684908893150643
mpi,tall,16384,4096,42,4,13,4.6946090199053288,0.56329556224947708
mpi,tall,16384,4096,42,4,14,4.6292010061442852,0.57027596968970629
mpi,tall,16384,4096,42,4,15,4.6572555191814899,0.56776620670736733
mpi,tall,16384,4096,42,4,16,4.6192847937345505,0.57393612982691333
mpi,tall,16384,4096,42,4,17,4.6362679898738861,0.57048392663890779
mpi,tall,16384,4096,42,4,18,4.6634834967553616,0.56623738249326483
mpi,tall,16384,4096,42,4,19,4.6461853533983231,0.57028135917675715
mpi,tall,16384,4096,42,4,20,4.6293659098446369,0.57142069562274522
mpi,tall,16384,4096,42,8,1,2.4079716987907887,0.55243160943695568
mpi,tall,16384,4096,42,8,2,2.3927778154611588,0.55525156316776592
mpi,tall,16384,4096,42,8,3,2.4005134962499142,0.55316447375285149
mpi,tall,16384,4096,42,8,4,2.3815023340284824,0.557178072843872
mpi,tall,16384,4096,42,8,5,2.3785056583583355,0.55852244823230168
mpi,tall,16384,4096,42,8,6,2.3908559530973434,0.55542653103730744
mpi,tall,16384,4096,42,8,7,2.3972259424626827,0.55484188308781535
mpi,tall,16384,4096,42,8,8,2.4330398291349411,0.54748738869460589
mpi,tall,16384,4096,42,8,9,2.4049738831818104,0.55403304526972341
mpi,tall,16384,4096,42,8,10,2.4307748042047024,0.55031599037484746
mpi,tall,16384,4096,42,8,11,2.3915734328329563,0.55370575424722668
mpi,tall,16384,4096,42,8,12,2.3798235878348351,0.55846870992116504
mpi,tall,16384,4096,42,8,13,2.4241060614585876,0.55057903979170186
mpi,tall,16384,4096,42,8,14,2.414548397064209,0.5529497002471726
mpi,tall,16384,4096,42,8,15,2.4042799435555935,0.55349233529101849
mpi,tall,16384,4096,42,8,16,2.3940858952701092,0.55478355552152703
mpi,tall,16384,4096,42,8,17,2.4011135920882225,0.55487906696991984
mpi,tall,16384,4096,42,8,18,2.3792822510004044,0.55818676271719725
mpi,tall,16384,4096,42,8,19,2.3871596865355968,0.55600916815547641
mpi,tall,16384,4096,42,8,20,2.3898948095738888,0.5553950512698238
mpi,tall,16384,4096,42,16,1,1.3049501925706863,0.51449009380275601
mpi,tall,16384,4096,42,16,2,1.3066378459334373,0.51154532009686993
mpi,tall,16384,4096,42,16,3,1.3000213727355003,0.51417278667610244
mpi,tall,16384,4096,42,16,4,1.4017734341323376,0.48519591351924157
mpi,tall,16384,4096,42,16,5,1.3380745872855186,0.50139373502658624
mpi,tall,16384,4096,42,16,6,1.4802838228642941,0.46501045495345567
mpi,tall,16384,4096,42,16,7,1.3222346380352974,0.50755093712984856
mpi,tall,16384,4096,42,16,8,1.3236127570271492,0.50849082985578609
mpi,tall,16384,4096,42,16,9,1.3146656863391399,0.51039006853903979
mpi,tall,16384,4096,42,16,10,1.3243056163191795,0.50840605027265273
mpi,tall,16384,4096,42,16,11,1.3774809576570988,0.48648795078836893
mpi,tall,16384,4096,42,16,12,1.44975920394063,0.47476188416327242
mpi,tall,16384,4096,42,16,13,1.3520033620297909,0.50016940417479705
mpi,tall,16384,4096,42,16,14,1.3106044754385948,0.51283075907471265
mpi,tall,16384,4096,42,16,15,1.3526935018599033,0.49924387600984199
mpi,tall,16384,4096,42,16,16,1.5089972652494907,0.46008921206827064
mpi,tall,16384,4096,42,16,17,1.3533050194382668,0.49683178505658249
mpi,tall,16384,4096,42,16,18,1.5959797352552414,0.44152966324286474
mpi,tall,16384,4096,42,16,19,1.3766691833734512,0.49015155475453309
mpi,tall,16384,4096,42,16,20,1.299752302467823,0.51499205515306334
