implementation,shape,ny,nx,seed,processes,run,time_seconds,compute_fraction
mpi,square,4096,4096,42,4,8,0.23996399999999998,0.55797071622090866
mpi,square,4096,4096,42,4,9,0.24121699999999999,0.54453839808009596
mpi,square,4096,4096,42,4,10,0.24032099999999998,0.54409375385535441
mpi,square,4096,4096,42,8,1,0.181169,0.51688908209778262
mpi,square,4096,4096,42,8,2,0.17682500000000001,0.54218781672267147
mpi,square,4096,4096,42,8,3,0.172703,0.53932741101912907
mpi,square,4096,4096,42,8,4,0.17746500000000001,0.53981012068236078
mpi,square,4096,4096,42,8,5,0.18121900000000002,0.53038211766353338
mpi,square,4096,4096,42,8,6,0.17813299999999999,0.53409835101342851
mpi,square,4096,4096,42,8,7,0.17716099999999999,0.53712826335334796
mpi,square,4096,4096,42,8,8,0.185888,0.51591901783365268
mpi,square,4096,4096,42,8,9,0.17851600000000006,0.53090782227316902
mpi,square,4096,4096,42,8,10,0.176122,0.53853611245758604
seq,wide,2048,8192,42,1,1,0.65632700000423938,0.72078857032845955
seq,wide,2048,8192,42,1,2,0.65046000000438653,0.72783261075798944
seq,wide,2048,8192,42,1,3,0.64617100000032224,0.72869410727825046
seq,wide,2048,8192,42,1,4,0.64520199999969918,0.73091837905219603
seq,wide,2048,8192,42,1,5,0.64162100000248756,0.73146764210708137
seq,wide,2048,8192,42,1,6,0.65142199999536388,0.73022556806647088
seq,wide,2048,8192,42,1,7,0.6473450000048615,0.72675775668550457
seq,wide,2048,8192,42,1,8,0.64901300000201445,0.72320893418989385
seq,wide,2048,8192,42,1,9,0.64318699999421369,0.72862169166366997
seq,wide,2048,8192,42,1,10,0.64889099998981692,0.73072981441680085
mpi,wide,2048,8192,42,1,1,0.69918399999999992,0.67484238769765903
mpi,wide,2048,8192,42,1,2,0.69657999999999998,0.67745126187946825
mpi,wide,2048,8192,42,1,3,0.69580200000000003,0.68033722237073191
mpi,wide,2048,8192,42,1,4,0.69682600000000006,0.67727668026164356
mpi,wide,2048,8192,42,1,5,0.70703499999999997,0.66955242668326187
mpi,wide,2048,8192,42,1,6,0.69358700000000006,0.67843255424337534
mpi,wide,2048,8192,42,1,7,0.69923700000000011,0.67758285102189941
mpi,wide,2048,8192,42,1,8,0.69734799999999997,0.67828974916397555
mpi,wide,2048,8192,42,1,9,0.69529999999999992,0.67954551991945933
mpi,wide,2048,8192,42,1,10,0.70203500000000008,0.66947516861694933
mpi,wide,2048,8192,42,2,1,0.38489899999999999,0.61924975410613525
mpi,wide,2048,8192,42,2,2,0.41149999999999998,0.58313992626634037
mpi,wide,2048,8192,42,2,3,0.39009700000000003,0.60816185792055544
mpi,wide,2048,8192,42,2,4,0.38068999999999997,0.62710746369665427
mpi,wide,2048,8192,42,2,5,0.39334299999999994,0.60447179638427251
mpi,wide,2048,8192,42,2,6,0.40185399999999999,0.59076147412272095
mpi,wide,2048,8192,42,2,7,0.38528400000000002,0.61763755452281421
mpi,wide,2048,8192,42,2,8,0.39099099999999998,0.60725815528814675
mpi,wide,2048,8192,42,2,9,0.38770199999999994,0.61206653073699946
mpi,wide,2048,8192,42,2,10,0.38278800000000002,0.62215628866356509
mpi,wide,2048,8192,42,4,1,0.24906599999999998,0.55051066066565968
mpi,wide,2048,8192,42,4,2,0.24939999999999998,0.53895198346609963
mpi,wide,2048,8192,42,4,3,0.24733599999999997,0.54565289155463925
mpi,wide,2048,8192,42,4,4,0.24972299999999995,0.54463895540031382
mpi,wide,2048,8192,42,4,5,0.25220600000000004,0.53912894440785175
mpi,wide,2048,8192,42,4,6,0.249945,0.54257632819037427
mpi,wide,2048,8192,42,4,7,0.24822100000000002,0.54462290728927165
mpi,wide,2048,8192,42,4,8,0.25234300000000004,0.53709961871778134
mpi,wide,2048,8192,42,4,9,0.24661600000000003,0.54531100706808866
mpi,wide,2048,8192,42,4,10,0.24796000000000001,0.54126387279287835
mpi,wide,2048,8192,42,8,1,0.19996,0.50707877099232235
mpi,wide,2048,8192,42,8,2,0.19682700000000003,0.52794500557767454
mpi,wide,2048,8192,42,8,3,0.18746599999999999,0.54523592734471338
mpi,wide,2048,8192,42,8,4,0.185722,0.54159118446180532
mpi,wide,2048,8192,42,8,5,0.18696500000000005,0.54112371243423096
mpi,wide,2048,8192,42,8,6,0.18757099999999999,0.53458723193242896
mpi,wide,2048,8192,42,8,7,0.19512600000000002,0.52608047885383402
mpi,wide,2048,8192,42,8,8,0.19668200000000002,0.52694423104866273
mpi,wide,2048,8192,42,8,9,0.192576,0.52919891024162169
mpi,wide,2048,8192,42,8,10,0.194776,0.52668878746745962
seq,tall,8192,2048,42,1,1,0.6520650000020396,0.72694133255453575
seq,tall,8192,2048,42,1,2,0.65794200000527781,0.7281523295167307
seq,tall,8192,2048,42,1,3,0.65208200000051875,0.72926104387630963
seq,tall,8192,2048,42,1,4,0.65624000001116656,0.72133822990367547
seq,tall,8192,2048,42,1,5,0.65685700000904035,0.72746275063315902
seq,tall,8192,2048,42,1,6,0.65843999999924563,0.72838527429363753
seq,tall,8192,2048,42,1,7,0.65439700000570156,0.72741164766400179
seq,tall,8192,2048,42,1,8,0.65653799999563489,0.72015785834602308
seq,tall,8192,2048,42,1,9,0.64720200000738259,0.72757500747961579
seq,tall,8192,2048,42,1,10,0.66131399999721907,0.72994976666074107
mpi,tall,8192,2048,42,1,1,0.70731100000000002,0.67342088557932789
mpi,tall,8192,2048,42,1,2,0.71859600000000001,0.67441510946345362
mpi,tall,8192,2048,42,1,3,0.71809600000000007,0.67057468639290574
mpi,tall,8192,2048,42,1,4,0.70505700000000004,0.67423626742235021
mpi,tall,8192,2048,42,1,5,0.703233,0.67461708992609848
mpi,tall,8192,2048,42,1,6,0.70165100000000002,0.67595998580490857
mpi,tall,8192,2048,42,1,7,0.70273200000000002,0.67406351212126381
mpi,tall,8192,2048,42,1,8,0.70938600000000007,0.66503849808143922
mpi,tall,8192,2048,42,1,9,0.70456799999999997,0.67271434410873043
mpi,tall,8192,2048,42,1,10,0.70440999999999998,0.66983149018327404
mpi,tall,8192,2048,42,2,1,0.389789,0.61285873734717189
mpi,tall,8192,2048,42,2,2,0.39946599999999999,0.59870574466620363
mpi,tall,8192,2048,42,2,3,0.40468200000000004,0.59353298503847873
mpi,tall,8192,2048,42,2,4,0.40038600000000002,0.59175568286130698
